2013-12-08 15:25:22.3141|Info| Application Start
2013-12-08 16:18:50.0756|Info| Application Start
2013-12-08 16:34:27.9972|Info| Application Start
2013-12-08 20:21:39.3011|Info| Application Start
2013-12-08 20:39:42.7580|Info| Application Start
2013-12-08 21:25:10.3010|Info| Application Start
2013-12-08 21:32:01.2215|Info| Application Start
2013-12-08 21:33:57.6272|Info| Application Start
2013-12-08 22:10:40.3602|Info| Application Start
2013-12-08 22:27:07.7327|Info| Application Start
2013-12-08 22:30:23.8029|Info| Application Start
